Round,a\b,G,C,P
,P,18,11,14

Round 859
,G,1,12,16
,C,1,0,12
,P,27,15,16

Round 860
,G,1,1,27
,C,4,2,22
,P,34,0,9

Round 861
,G,1,9,39
,C,0,0,0
,P,30,12,9

Round 862
,G,0,1,28
,C,12,0,14
,P,34,1,10

Round 863
,G,1,10,38
,C,0,0,0
,P,30,11,10

Round 864
,G,0,2,31
,C,14,0,5
,P,33,0,15

Round 865
,G,0,17,32
,C,0,0,0
,P,33,2,16

Round 866
,G,1,0,29
,C,11,0,14
,P,34,0,11

Round 867
,G,1,12,38
,C,0,0,0
,P,31,10,8

Round 868
,G,0,0,30
,C,11,0,11
,P,38,2,8

Round 869
,G,0,10,39
,C,0,0,0
,P,29,13,9

Round 870
,G,2,1,28
,C,10,0,12
,P,36,1,10

Round 871
,G,0,12,38
,C,0,0,0
,P,31,10,9

Round 872
,G,2,0,29
,C,9,0,11
,P,37,1,11

Round 873
,G,1,7,37
,C,0,0,0
,P,31,18,6

Round 874
,G,3,0,27
,C,9,0,17
,P,35,3,6

Round 875
,G,3,9,34
,C,0,0,0
,P,30,19,5

Round 876
,G,8,0,25
,C,1,0,25
,P,33,8,0

Round 877
,G,0,11,39
,C,0,0,0
,P,30,11,9

Round 878
,G,1,0,31
,C,9,0,12
,P,34,3,10

Round 879
,G,1,10,38
,C,0,0,0
,P,30,11,10

Round 880
,G,0,1,29
,C,10,1,11
,P,38,1,9

Round 881
,G,0,9,37
,C,0,0,1
,P,31,12,10

Round 882
,G,6,1,17
,C,4,1,23
,P,10,16,22

Round 883
,G,7,2,12
,C,0,0,16
,P,18,23,22

Round 884
,G,6,1,17
,C,2,0,24
,P,10,17,23

Round 885
,G,7,2,11
,C,0,0,15
,P,16,24,25

Round 886
,G,8,0,17
,C,1,0,25
,P,9,16,24

Round 887
,G,0,10,22
,C,0,0,10
,P,19,22,17

Round 888
,G,4,1,19
,C,7,3,22
,P,13,12,19

Round 889
,G,7,1,8
,C,0,0,17
,P,19,25,23

Round 890
,G,8,0,17
,C,2,1,24
,P,11,15,22

Round 891
,G,0,8,17
,C,1,1,12
,P,22,22,17

Round 892
,G,1,0,21
,C,8,2,21
,P,15,13,19

Round 893
,G,5,3,10
,C,2,1,15
,P,21,23,20

Round 894
,G,6,0,20
,C,6,1,20
,P,12,14,21

Round 895
,G,6,3,11
,C,1,0,14
,P,19,24,22

Round 896
,G,6,1,19
,C,3,0,23
,P,10,16,22

Round 897
,G,0,9,14
,C,0,8,14
,P,32,8,15

Round 898
,G,1,1,24
,C,5,0,23
,P,6,21,19

Round 899
,G,0,2,4
,C,0,1,22
,P,25,24,22

Round 900
,G,2,1,25
,C,2,1,23
,P,3,22,21

Round 901
,G,0,2,3
,C,1,1,22
,P,26,23,22

Round 902
,G,0,1,21
,C,7,3,20
,P,8,22,18

Round 903
,G,1,2,8
,C,1,1,24
,P,27,25,11

Round 904
,G,1,0,20
,C,1,0,29
,P,20,19,10

Round 905
,G,0,1,20
,C,1,0,19
,P,20,29,10

Round 906
,G,0,0,20
,C,0,0,31
,P,17,20,12

Round 907
,G,0,2,9
,C,7,0,17
,P,23,28,14

Round 908
,G,1,5,28
,C,7,1,20
,P,15,15,8

Round 909
,G,0,9,21
,C,1,0,19
,P,22,18,10

Round 910
,G,1,0,23
,C,11,2,17
,P,20,18,8

Round 911
,G,0,9,21
,C,8,0,10
,P,21,21,10

Round 912
,G,1,5,22
,C,7,0,23
,P,14,15,13

Round 913
,G,0,8,12
,C,6,0,13
,P,19,26,16

Round 914
,G,0,10,20
,C,10,0,20
,P,20,10,10

Round 915
,G,0,10,20
,C,7,0,12
,P,20,19,12

Round 916
,G,1,9,20
,C,8,1,23
,P,16,10,12

Round 917
,G,0,8,18
,C,8,0,11
,P,21,23,11

Round 918
,G,0,5,22
,C,7,2,22
,P,13,13,16

Round 919
,G,1,6,14
,C,6,0,15
,P,22,22,14

Round 920
,G,1,9,21
,C,8,0,21
,P,20,10,10

Round 921
,G,0,9,18
,C,1,0,19
,P,20,20,13

Round 922
,G,0,0,22
,C,9,2,18
,P,16,14,19

Round 923
,G,0,14,14
,C,0,0,14
,P,29,15,14

Round 924
,G,0,1,21
,C,3,2,25
,P,19,16,13

Round 925
,G,0,4,19
,C,0,2,12
,P,20,27,16

Round 926
,G,0,0,28
,C,13,0,16
,P,15,15,13

Round 927
,G,0,13,17
,C,0,1,12
,P,27,16,14

Round 928
,G,0,1,27
,C,7,6,16
,P,15,9,19

Round 929
,G,4,8,15
,C,0,0,10
,P,23,20,20

Round 930
,G,1,0,23
,C,15,0,18
,P,19,7,17

Round 931
,G,0,6,23
,C,0,1,5
,P,15,20,30

Round 932
,G,0,1,15
,C,6,1,20
,P,20,3,34

Round 933
,G,1,5,21
,C,0,4,0
,P,21,17,31

Round 934
,G,1,2,23
,C,6,7,19
,P,14,5,23

Round 935
,G,1,11,16
,C,0,4,5
,P,29,16,18

Round 936
,G,0,1,26
,C,13,1,19
,P,14,11,15

Round 937
,G,0,12,14
,C,1,0,15
,P,27,16,15

Round 938
,G,6,0,25
,C,6,0,20
,P,15,12,16

Round 939
,G,0,8,19
,C,0,6,5
,P,30,17,15

Round 940
,G,2,2,22
,C,6,5,21
,P,15,6,21

Round 941
,G,1,10,19
,C,0,0,10
,P,39,11,10

Round 942
,G,0,0,34
,C,15,0,4
,P,43,3,1

Round 943
,G,2,12,34
,C,0,0,1
,P,30,19,2

Round 944
,G,2,0,30
,C,11,0,19
,P,35,2,1

Round 945
,G,0,3,35
,C,0,1,3
,P,29,26,3

Round 946
,G,0,0,33
,C,14,0,6
,P,29,2,16

Round 947
,G,0,6,28
,C,0,0,2
,P,30,25,9

Round 948
,G,0,1,29
,C,9,1,20
,P,27,2,11

Round 949
,G,0,16,33
,C,0,0,0
,P,33,2,16

Round 950
,G,0,0,33
,C,15,0,3
,P,46,1,2

Round 951
,G,0,18,47
,C,0,0,0
,P,34,1,0

Round 952
,G,0,3,29
,C,15,0,8
,P,37,2,6

Round 953
,G,1,8,44
,C,0,0,0
,P,30,16,1

Round 954
,G,1,2,32
,C,8,1,19
,P,17,15,5

Round 955
,G,0,13,24
,C,0,0,11
,P,38,12,2

Round 956
,G,0,1,38
,C,10,0,13
,P,28,9,1

Round 957
,G,0,11,30
,C,0,1,9
,P,38,9,2

Round 958
,G,0,0,38
,C,10,9,3
,P,29,10,1

Round 959
,G,1,8,11
,C,0,0,10
,P,14,38,18

Round 960
,G,1,0,26
,C,2,0,28
,P,38,1,4

Round 961
,G,0,16,48
,C,0,0,0
,P,33,2,1

Round 962
,G,1,2,31
,C,14,1,6
,P,40,3,2

Round 963
,G,0,15,48
,C,0,0,0
,P,33,4,0

Round 964
,G,0,2,32
,C,15,1,3
,P,47,0,0

Round 965
,G,0,16,46
,C,0,0,1
,P,32,3,2

Round 966
,G,4,0,29
,C,6,5,15
,P,21,10,10

Round 967
,G,0,8,22
,C,1,4,11
,P,34,13,7

Round 968
,G,3,0,31
,C,14,0,4
,P,45,1,2

Round 969
,G,0,17,47
,C,0,0,0
,P,33,1,2

Round 970
,G,0,0,34
,C,17,1,1
,P,45,1,1

Round 971
,G,2,18,43
,C,0,0,0
,P,33,1,3

Round 972
,G,1,0,34
,C,17,0,4
,P,38,3,3

Round 973
,G,1,15,48
,C,0,0,0
,P,33,2,1

Round 974
,G,1,0,32
,C,16,0,3
,P,45,0,3

Round 975
,G,0,14,40
,C,0,0,2
,P,32,8,4

Round 976
,G,1,2,35
,C,11,7,4
,P,26,8,6

Round 977
,G,3,12,22
,C,0,5,9
,P,35,8,6

Round 978
,G,0,1,33
,C,13,2,6
,P,35,5,5

Round 979
,G,1,18,46
,C,0,0,0
,P,33,1,1

Round 980
,G,2,0,31
,C,15,0,7
,P,40,3,2

Round 981
,G,1,10,27
,C,0,0,6
,P,29,21,6

Round 982
,G,1,0,30
,C,9,1,15
,P,39,2,3

Round 983
,G,0,9,43
,C,0,0,0
,P,30,17,1

Round 984
,G,0,1,30
,C,9,0,15
,P,43,1,1

Round 985
,G,0,8,45
,C,0,0,0
,P,31,16,0

Round 986
,G,1,0,30
,C,9,0,15
,P,42,0,3

Round 987
,G,2,8,41
,C,0,0,0
,P,30,17,2

Round 988
,G,0,0,31
,C,9,2,16
,P,41,1,0

Round 989
,G,1,14,40
,C,0,0,0
,P,27,16,2

Round 990
,G,2,0,27
,C,14,0,15
,P,35,2,5

Round 991
,G,0,13,35
,C,0,0,2
,P,27,14,9

Round 992
,G,1,2,30
,C,8,0,17
,P,40,1,1

Round 993
,G,1,11,42
,C,0,0,0
,P,28,17,1

Round 994
,G,0,0,29
,C,12,0,16
,P,41,1,1

Round 995
,G,1,8,40
,C,0,0,1
,P,29,20,1

Round 996
,G,1,0,28
,C,8,0,21
,P,41,0,1

Round 997
,G,1,12,40
,C,0,0,0
,P,29,17,1

Round 998
,G,0,0,29
,C,13,0,15
,P,42,0,1

Round 999
,G,2,10,41
,C,0,0,0
,P,31,14,2

Round 1000
,G,1,0,29
,C,6,0,18
,P,36,3,7

