Round,a\b,G,C,P
,G,1,21,5
,C,16,8,18
,P,26,4,1

Round 860
,G,4,15,7
,C,19,9,16
,P,21,7,2

Round 861
,G,8,12,15
,C,10,10,12
,P,21,7,5

Round 862
,G,14,6,16
,C,8,8,12
,P,23,6,7

Round 863
,G,1,28,0
,C,12,0,29
,P,19,1,10

Round 864
,G,10,7,9
,C,15,3,16
,P,31,4,5

Round 865
,G,14,3,8
,C,4,0,10
,P,38,4,19

Round 866
,G,5,19,2
,C,11,1,10
,P,30,6,16

Round 867
,G,5,9,7
,C,10,3,18
,P,28,8,12

Round 868
,G,9,6,0
,C,9,5,5
,P,40,11,15

Round 869
,G,8,10,10
,C,11,4,11
,P,23,10,13

Round 870
,G,0,12,16
,C,9,7,13
,P,31,4,8

Round 871
,G,3,14,7
,C,10,8,18
,P,18,10,12

Round 872
,G,2,11,9
,C,2,0,14
,P,42,11,9

Round 873
,G,13,10,2
,C,9,3,14
,P,34,15,0

Round 874
,G,10,2,17
,C,15,2,16
,P,23,10,5

Round 875
,G,7,4,15
,C,13,4,16
,P,19,10,12

Round 876
,G,13,3,7
,C,5,7,14
,P,31,13,7

Round 877
,G,10,7,10
,C,5,6,25
,P,20,11,6

Round 878
,G,11,4,10
,C,9,8,21
,P,23,9,5

Round 879
,G,8,9,8
,C,9,10,14
,P,33,3,6

Round 880
,G,10,3,21
,C,10,5,16
,P,15,8,12

Round 881
,G,2,10,7
,C,14,19,18
,P,23,3,4

Round 882
,G,24,2,3
,C,4,11,14
,P,29,13,0

Round 883
,G,3,12,5
,C,10,13,17
,P,36,2,2

Round 884
,G,13,4,8
,C,13,3,4
,P,41,4,10

Round 885
,G,17,2,9
,C,11,0,13
,P,35,3,10

Round 886
,G,6,7,8
,C,16,12,23
,P,13,8,7

Round 887
,G,8,6,6
,C,18,15,13
,P,19,13,2

Round 888
,G,3,11,5
,C,17,5,10
,P,38,11,0

Round 889
,G,4,13,9
,C,15,12,22
,P,19,4,2

Round 890
,G,17,9,7
,C,10,13,19
,P,12,11,2

Round 891
,G,7,7,13
,C,16,8,23
,P,16,8,2

Round 892
,G,12,3,3
,C,20,3,7
,P,34,16,2

Round 893
,G,15,2,2
,C,18,1,4
,P,43,15,0

Round 894
,G,16,6,13
,C,13,6,17
,P,16,13,0

Round 895
,G,11,7,24
,C,11,2,12
,P,21,10,2

Round 896
,G,14,5,16
,C,14,5,21
,P,9,16,0

Round 897
,G,27,3,8
,C,9,4,13
,P,7,28,1

Round 898
,G,14,3,13
,C,14,4,5
,P,35,12,0

Round 899
,G,12,5,13
,C,16,2,7
,P,32,12,1

Round 900
,G,12,4,9
,C,13,11,30
,P,11,8,2

Round 901
,G,10,6,12
,C,14,2,16
,P,22,15,3

Round 902
,G,3,4,2
,C,16,11,8
,P,28,27,1

Round 903
,G,5,16,13
,C,6,11,31
,P,9,2,7

Round 904
,G,3,17,12
,C,8,11,30
,P,13,1,5

Round 905
,G,7,9,11
,C,11,8,28
,P,10,7,9

Round 906
,G,2,14,9
,C,14,6,30
,P,13,6,6

Round 907
,G,5,14,11
,C,10,7,34
,P,9,5,5

Round 908
,G,4,15,8
,C,9,9,40
,P,9,2,4

Round 909
,G,5,10,11
,C,10,6,35
,P,7,10,6

Round 910
,G,5,14,14
,C,11,8,35
,P,5,3,5

Round 911
,G,7,8,14
,C,8,8,32
,P,7,6,10

Round 912
,G,8,4,18
,C,9,8,38
,P,7,4,4

Round 913
,G,10,5,18
,C,8,6,42
,P,2,4,5

Round 914
,G,7,8,10
,C,10,14,25
,P,12,12,2

Round 915
,G,3,12,13
,C,11,8,31
,P,16,2,4

Round 916
,G,5,2,24
,C,5,5,39
,P,15,2,3

Round 917
,G,10,8,13
,C,6,5,45
,P,4,4,5

Round 918
,G,7,8,15
,C,7,9,39
,P,4,3,8

Round 919
,G,6,10,15
,C,11,10,33
,P,4,6,5

Round 920
,G,4,5,17
,C,16,11,33
,P,2,7,5

Round 921
,G,3,8,10
,C,18,10,22
,P,10,10,9

Round 922
,G,1,8,12
,C,15,10,25
,P,6,12,11

Round 923
,G,1,7,14
,C,19,10,31
,P,3,12,3

Round 924
,G,6,8,12
,C,12,2,31
,P,11,8,10

Round 925
,G,1,8,4
,C,11,9,26
,P,9,6,26

Round 926
,G,8,5,13
,C,8,4,20
,P,16,12,14

Round 927
,G,0,9,16
,C,15,7,30
,P,6,4,13

Round 928
,G,4,5,10
,C,15,13,18
,P,9,18,8

Round 929
,G,7,1,13
,C,18,2,35
,P,3,19,2

Round 930
,G,3,2,6
,C,19,4,12
,P,19,30,5

Round 931
,G,5,5,4
,C,15,2,16
,P,30,21,2

Round 932
,G,7,4,19
,C,14,3,18
,P,5,14,16

Round 933
,G,5,5,14
,C,7,2,37
,P,5,13,12

Round 934
,G,4,3,12
,C,10,5,20
,P,13,19,14

Round 935
,G,6,10,15
,C,14,2,18
,P,8,11,16

Round 936
,G,6,12,7
,C,15,4,17
,P,10,22,7

Round 937
,G,8,5,4
,C,14,3,3
,P,12,39,12

Round 938
,G,5,3,8
,C,12,4,23
,P,12,28,5

Round 939
,G,6,7,6
,C,14,6,18
,P,9,23,11

Round 940
,G,3,5,11
,C,13,11,22
,P,7,12,16

Round 941
,G,1,1,17
,C,6,7,40
,P,10,10,8

Round 942
,G,0,1,18
,C,10,12,35
,P,5,5,14

Round 943
,G,2,1,15
,C,7,13,36
,P,5,6,15

Round 944
,G,0,2,16
,C,13,17,33
,P,2,2,15

Round 945
,G,1,4,14
,C,15,17,30
,P,0,2,17

Round 946
,G,2,3,14
,C,9,12,38
,P,5,5,12

Round 947
,G,2,4,17
,C,7,12,34
,P,5,9,10

Round 948
,G,1,6,14
,C,13,11,32
,P,2,9,12

Round 949
,G,5,10,16
,C,8,10,37
,P,0,5,9

Round 950
,G,6,11,12
,C,7,11,38
,P,0,8,7

Round 951
,G,3,5,17
,C,10,14,42
,P,0,3,6

Round 952
,G,2,3,19
,C,3,10,43
,P,8,8,4

Round 953
,G,0,2,18
,C,4,11,40
,P,8,10,7

Round 954
,G,2,3,17
,C,6,11,36
,P,7,11,7

Round 955
,G,4,5,18
,C,8,10,37
,P,1,7,10

Round 956
,G,4,3,21
,C,7,5,43
,P,2,5,10

Round 957
,G,0,1,18
,C,2,11,44
,P,8,10,6

Round 958
,G,3,1,18
,C,1,12,46
,P,7,9,3

Round 959
,G,4,2,27
,C,11,5,39
,P,1,2,9

Round 960
,G,2,5,26
,C,11,9,38
,P,1,5,3

Round 961
,G,1,12,14
,C,9,10,39
,P,3,5,7

Round 962
,G,5,4,10
,C,9,11,45
,P,0,8,8

Round 963
,G,2,8,15
,C,12,6,43
,P,0,6,8

Round 964
,G,1,15,7
,C,10,12,48
,P,0,1,6

Round 965
,G,1,5,19
,C,7,15,47
,P,0,4,2

Round 966
,G,1,15,16
,C,7,11,49
,P,1,0,0

Round 967
,G,4,10,13
,C,9,7,37
,P,1,12,7

Round 968
,G,3,10,13
,C,8,7,41
,P,2,11,5

Round 969
,G,2,11,11
,C,8,13,46
,P,4,3,2

Round 970
,G,4,15,12
,C,6,14,44
,P,1,1,3

Round 971
,G,2,12,17
,C,8,11,42
,P,1,3,4

Round 972
,G,1,6,16
,C,13,10,39
,P,1,10,4

Round 973
,G,3,8,14
,C,8,7,43
,P,2,10,5

Round 974
,G,1,9,6
,C,10,13,45
,P,2,6,8

Round 975
,G,3,13,2
,C,9,12,48
,P,0,5,8

Round 976
,G,4,8,12
,C,13,5,43
,P,1,5,9

Round 977
,G,2,8,13
,C,4,7,47
,P,6,4,9

Round 978
,G,0,10,20
,C,1,4,53
,P,2,1,9

Round 979
,G,0,4,17
,C,9,10,55
,P,1,1,3

Round 980
,G,7,1,7
,C,2,21,54
,P,4,2,2

Round 981
,G,4,2,11
,C,7,15,53
,P,1,6,1

Round 982
,G,2,0,15
,C,8,18,49
,P,2,6,0

Round 983
,G,3,2,16
,C,8,11,49
,P,2,6,3

Round 984
,G,0,6,15
,C,5,17,56
,P,0,1,0

Round 985
,G,0,6,14
,C,3,17,56
,P,0,1,3

Round 986
,G,1,5,9
,C,8,22,48
,P,2,3,2

Round 987
,G,5,0,14
,C,5,19,54
,P,0,1,2

Round 988
,G,4,0,16
,C,5,19,55
,P,0,1,0

Round 989
,G,0,11,9
,C,5,23,42
,P,0,3,7

Round 990
,G,0,1,20
,C,8,11,58
,P,1,1,0

Round 991
,G,0,0,24
,C,9,10,55
,P,0,1,1

Round 992
,G,1,0,23
,C,8,16,50
,P,0,2,0

Round 993
,G,1,11,10
,C,6,8,52
,P,0,5,7

Round 994
,G,0,10,20
,C,8,4,55
,P,0,0,3

Round 995
,G,0,4,18
,C,7,12,53
,P,0,1,5

Round 996
,G,0,4,12
,C,7,17,53
,P,2,1,4

Round 997
,G,2,3,14
,C,6,12,56
,P,1,3,3

Round 998
,G,3,3,14
,C,6,16,54
,P,0,1,3

Round 999
,G,3,2,18
,C,6,14,55
,P,0,1,1

Round 1000
,G,1,3,18
,C,7,13,49
,P,0,8,1

Round 1001
,G,2,11,4
,C,3,13,43
,P,5,13,6

Round 1002
,G,4,5,7
,C,4,15,38
,P,5,11,11

Round 1003
,G,2,6,13
,C,4,12,46
,P,4,5,8

Round 1004
,G,0,9,12
,C,12,20,32
,P,1,8,6

Round 1005
,G,2,10,15
,C,8,16,35
,P,4,5,5

Round 1006
,G,0,9,3
,C,7,17,38
,P,9,2,15

Round 1007
,G,1,16,8
,C,10,16,39
,P,1,7,2

Round 1008
,G,2,13,7
,C,11,18,44
,P,1,2,2

Round 1009
,G,4,9,8
,C,11,18,43
,P,1,2,4

Round 1010
,G,6,4,11
,C,10,13,34
,P,3,9,10

Round 1011
,G,2,8,8
,C,8,13,44
,P,4,4,9

Round 1012
,G,3,6,15
,C,7,14,34
,P,2,8,11

Round 1013
,G,4,8,15
,C,4,16,31
,P,3,7,12

Round 1014
,G,4,9,9
,C,11,20,34
,P,3,5,5

Round 1015
,G,2,12,7
,C,9,15,44
,P,1,4,6

Round 1016
,G,1,11,9
,C,11,16,41
,P,3,5,3

Round 1017
,G,3,6,8
,C,7,18,41
,P,6,6,5

Round 1018
,G,0,14,8
,C,14,16,45
,P,0,2,1

Round 1019
,G,0,12,10
,C,14,17,42
,P,0,4,1

Round 1020
,G,1,7,7
,C,8,18,39
,P,7,4,9

Round 1021
,G,2,9,15
,C,7,11,40
,P,6,4,6

Round 1022
,G,7,4,5
,C,7,21,49
,P,4,1,2

Round 1023
,G,1,8,10
,C,2,6,45
,P,9,7,12

Round 1024
,G,6,2,14
,C,6,15,40
,P,1,8,8

Round 1025
,G,9,3,4
,C,11,22,39
,P,4,4,4

Round 1026
,G,0,8,6
,C,1,11,46
,P,9,8,11

Round 1027
,G,0,11,8
,C,4,8,56
,P,7,3,3

Round 1028
,G,0,11,0
,C,3,18,59
,P,8,1,0

Round 1029
,G,3,7,10
,C,4,12,40
,P,1,7,16

Round 1030
,G,6,6,8
,C,8,15,36
,P,4,7,10

Round 1031
,G,0,15,17
,C,2,4,46
,P,0,3,13

Round 1032
,G,1,14,11
,C,8,3,50
,P,7,4,2

Round 1033
,G,0,9,11
,C,4,10,51
,P,6,5,4

Round 1034
,G,1,1,13
,C,1,13,57
,P,2,12,0

Round 1035
,G,1,14,18
,C,4,2,51
,P,5,0,5

Round 1036
,G,2,10,16
,C,6,6,46
,P,4,2,8

Round 1037
,G,0,11,16
,C,9,7,41
,P,5,3,8

Round 1038
,G,3,11,8
,C,7,10,48
,P,5,4,4

Round 1039
,G,1,9,10
,C,2,13,53
,P,6,5,1

Round 1040
,G,1,1,16
,C,6,15,50
,P,2,9,0

Round 1041
,G,0,1,12
,C,6,14,55
,P,2,8,2

Round 1042
,G,3,3,11
,C,6,14,48
,P,6,8,1

Round 1043
,G,2,0,21
,C,9,11,52
,P,2,2,1

Round 1044
,G,1,0,25
,C,11,12,50
,P,1,0,0

Round 1045
,G,3,9,20
,C,8,6,47
,P,1,2,4

Round 1046
,G,6,5,14
,C,8,9,46
,P,3,7,2

Round 1047
,G,3,8,10
,C,9,10,47
,P,2,5,6

Round 1048
,G,4,3,12
,C,7,10,52
,P,6,4,2

Round 1049
,G,4,1,8
,C,7,15,54
,P,6,2,3

Round 1050
,G,5,0,10
,C,5,15,57
,P,5,1,2

Round 1051
,G,5,3,6
,C,6,17,40
,P,7,5,11

Round 1052
,G,1,3,10
,C,3,12,49
,P,12,3,7

Round 1053
,G,6,12,12
,C,10,7,39
,P,9,1,4

Round 1054
,G,4,6,10
,C,7,10,57
,P,2,3,1

Round 1055
,G,5,0,10
,C,5,16,54
,P,5,3,2

Round 1056
,G,0,3,12
,C,2,12,56
,P,11,1,3

Round 1057
,G,0,13,9
,C,10,5,55
,P,4,2,2

Round 1058
,G,1,10,8
,C,9,10,52
,P,3,6,1

Round 1059
,G,1,0,15
,C,11,12,58
,P,2,1,0

Round 1060
,G,0,1,13
,C,14,16,53
,P,2,0,1

Round 1061
,G,1,3,12
,C,11,11,54
,P,2,4,2

Round 1062
,G,0,2,11
,C,16,14,56
,P,0,0,1

Round 1063
,G,1,0,10
,C,5,10,58
,P,8,7,1

Round 1064
,G,4,4,9
,C,8,9,46
,P,10,8,2

Round 1065
,G,0,2,13
,C,19,17,34
,P,4,6,5

Round 1066
,G,0,2,11
,C,3,9,58
,P,8,8,1

Round 1067
,G,0,9,12
,C,3,10,54
,P,4,6,2

Round 1068
,G,1,1,13
,C,13,12,50
,P,1,9,0

Round 1069
,G,0,1,15
,C,14,12,48
,P,0,10,0

Round 1070
,G,0,2,13
,C,14,17,44
,P,0,9,1

Round 1071
,G,0,8,15
,C,12,8,44
,P,3,6,4

Round 1072
,G,0,2,14
,C,12,12,49
,P,1,9,1

Round 1073
,G,0,0,12
,C,17,16,54
,P,0,0,1

Round 1074
,G,0,0,14
,C,13,23,48
,P,0,1,1

Round 1075
,G,3,3,14
,C,9,20,42
,P,3,2,4

Round 1076
,G,0,2,13
,C,13,20,48
,P,1,1,2

Round 1077
,G,1,6,16
,C,10,14,48
,P,2,1,2

Round 1078
,G,1,3,15
,C,13,11,53
,P,1,1,2

Round 1079
,G,2,3,14
,C,12,14,52
,P,0,1,2

Round 1080
,G,1,1,13
,C,12,21,50
,P,2,0,0

Round 1081
,G,1,11,6
,C,7,2,58
,P,6,9,0

Round 1082
,G,0,7,12
,C,14,17,49
,P,0,1,0

Round 1083
,G,0,3,14
,C,2,13,55
,P,12,1,0

Round 1084
,G,0,2,12
,C,5,17,49
,P,10,2,3

Round 1085
,G,1,1,20
,C,12,17,40
,P,2,5,2

Round 1086
,G,0,3,24
,C,13,14,43
,P,1,1,1

Round 1087
,G,2,10,20
,C,14,11,40
,P,0,2,1

Round 1088
,G,0,9,24
,C,16,9,41
,P,0,1,0

Round 1089
,G,0,8,23
,C,14,14,37
,P,1,2,1

Round 1090
,G,0,9,24
,C,17,9,41
,P,0,0,0

Round 1091
,G,0,1,26
,C,13,17,42
,P,1,0,0

Round 1092
,G,0,2,26
,C,15,14,41
,P,1,1,0

Round 1093
,G,0,18,18
,C,17,3,42
,P,1,1,0

Round 1094
,G,2,19,17
,C,17,3,38
,P,1,1,2

Round 1095
,G,0,16,19
,C,17,5,40
,P,1,1,1

Round 1096
,G,0,20,19
,C,19,6,36
,P,0,0,0

Round 1097
,G,2,11,19
,C,13,9,35
,P,1,5,5

Round 1098
,G,0,9,25
,C,18,7,41
,P,0,0,0

Round 1099
,G,0,15,21
,C,18,3,39
,P,1,2,1

Round 1100
,G,1,17,19
,C,17,4,39
,P,1,1,1

Round 1101
,G,0,9,15
,C,13,8,48
,P,2,4,1

Round 1102
,G,0,19,19
,C,18,3,40
,P,1,0,0

Round 1103
,G,1,16,13
,C,13,14,36
,P,3,1,3

Round 1104
,G,3,8,12
,C,13,16,37
,P,6,4,1

Round 1105
,G,3,9,17
,C,15,11,40
,P,1,2,2

Round 1106
,G,4,15,13
,C,16,9,34
,P,2,7,0

Round 1107
,G,9,10,9
,C,11,20,37
,P,1,3,0

Round 1108
,G,0,16,13
,C,16,14,38
,P,0,2,1

Round 1109
,G,0,9,14
,C,8,11,46
,P,5,4,3

Round 1110
,G,9,11,3
,C,20,16,16
,P,0,22,3

Round 1111
,G,0,6,9
,C,17,16,43
,P,3,6,0

Round 1112
,G,3,3,13
,C,13,16,50
,P,0,2,0

Round 1113
,G,0,5,16
,C,6,10,52
,P,8,2,1

Round 1114
,G,5,12,6
,C,8,18,28
,P,6,12,5

Round 1115
,G,6,16,11
,C,15,14,26
,P,5,6,1

Round 1116
,G,12,5,7
,C,12,24,19
,P,9,11,1

Round 1117
,G,5,7,10
,C,11,16,32
,P,6,12,1

Round 1118
,G,0,10,10
,C,8,12,47
,P,6,6,1

Round 1119
,G,0,6,11
,C,5,12,51
,P,9,4,2

Round 1120
,G,6,9,9
,C,11,24,27
,P,5,8,1

Round 1121
,G,4,8,15
,C,10,18,34
,P,5,4,2

Round 1122
,G,0,4,16
,C,9,11,47
,P,8,2,3

Round 1123
,G,0,11,23
,C,9,2,45
,P,6,0,4

Round 1124
,G,0,13,21
,C,8,4,47
,P,6,0,1

Round 1125
,G,3,3,17
,C,9,12,46
,P,6,2,2

Round 1126
,G,2,9,10
,C,13,15,44
,P,4,3,0

Round 1127
,G,0,9,19
,C,10,8,47
,P,7,0,0

Round 1128
,G,1,7,16
,C,10,10,45
,P,8,1,2

Round 1129
,G,0,6,17
,C,10,9,46
,P,8,2,2

Round 1130
,G,0,1,16
,C,2,12,56
,P,13,0,0

Round 1131
,G,1,2,18
,C,5,10,52
,P,10,1,1

Round 1132
,G,1,5,20
,C,10,8,48
,P,8,0,0

Round 1133
,G,0,5,18
,C,7,11,46
,P,8,2,3

Round 1134
,G,1,7,22
,C,12,6,43
,P,6,1,2

Round 1135
,G,0,7,19
,C,9,8,48
,P,7,1,1

Round 1136
,G,0,6,19
,C,10,10,47
,P,7,0,1

Round 1137
,G,0,5,15
,C,7,10,48
,P,9,1,5

Round 1138
,G,3,6,13
,C,8,11,41
,P,10,8,0

Round 1139
,G,0,2,12
,C,3,13,49
,P,13,4,4

Round 1140
,G,1,3,13
,C,9,9,47
,P,8,4,6

Round 1141
,G,0,6,16
,C,10,12,48
,P,7,0,1

Round 1142
,G,6,8,6
,C,12,15,50
,P,3,0,0

Round 1143
,G,0,8,8
,C,9,10,49
,P,10,2,4

Round 1144
,G,1,8,8
,C,15,17,27
,P,8,12,4

Round 1145
,G,1,9,10
,C,11,10,40
,P,8,6,5

Round 1146
,G,0,9,8
,C,11,12,45
,P,8,2,5

Round 1147
,G,1,2,17
,C,16,15,42
,P,1,1,5

Round 1148
,G,1,3,13
,C,14,12,41
,P,6,6,4

Round 1149
,G,6,8,9
,C,12,12,47
,P,2,2,2

Round 1150
,G,1,13,4
,C,13,24,28
,P,12,4,1

Round 1151
,G,0,2,17
,C,19,18,34
,P,2,6,2

Round 1152
,G,0,1,16
,C,18,12,41
,P,1,11,0

Round 1153
,G,1,1,16
,C,16,10,44
,P,1,8,3

Round 1154
,G,0,5,16
,C,17,17,35
,P,2,6,2

Round 1155
,G,1,1,13
,C,13,18,42
,P,4,5,3

Round 1156
,G,0,0,17
,C,18,21,41
,P,1,1,1

Round 1157
,G,0,13,4
,C,5,14,46
,P,11,7,0

Round 1158
,G,0,14,3
,C,16,15,36
,P,8,8,0

Round 1159
,G,0,5,11
,C,16,23,34
,P,5,4,2

Round 1160
,G,3,4,13
,C,18,12,39
,P,3,7,1

Round 1161
,G,0,9,7
,C,9,9,46
,P,12,4,4

Round 1162
,G,0,10,7
,C,12,10,46
,P,4,7,4

Round 1163
,G,0,0,20
,C,19,19,38
,P,0,2,2

Round 1164
,G,2,5,12
,C,15,13,40
,P,4,6,3

Round 1165
,G,0,5,13
,C,11,12,47
,P,2,3,7

Round 1166
,G,0,9,10
,C,15,6,41
,P,0,9,10

Round 1167
,G,0,4,14
,C,15,13,42
,P,1,5,6

Round 1168
,G,0,1,18
,C,15,9,44
,P,3,8,2

Round 1169
,G,1,2,16
,C,13,8,47
,P,3,5,5

Round 1170
,G,0,1,19
,C,19,10,42
,P,1,7,1

Round 1171
,G,0,0,20
,C,16,8,44
,P,2,8,2

Round 1172
,G,1,0,19
,C,16,10,43
,P,1,6,4

Round 1173
,G,0,5,21
,C,12,6,50
,P,1,0,5

Round 1174
,G,2,5,16
,C,14,13,44
,P,1,2,3

Round 1175
,G,0,16,12
,C,10,5,43
,P,6,3,5

Round 1176
,G,2,9,11
,C,8,10,44
,P,4,5,7

Round 1177
,G,0,0,18
,C,17,11,41
,P,0,9,4

Round 1178
,G,0,0,19
,C,18,10,42
,P,0,9,2

Round 1179
,G,2,3,17
,C,13,8,48
,P,2,5,2

Round 1180
,G,1,2,15
,C,12,12,47
,P,5,0,6

Round 1181
,G,0,3,12
,C,11,12,44
,P,1,3,14

Round 1182
,G,0,11,10
,C,14,7,42
,P,6,7,3

Round 1183
,G,4,12,9
,C,10,6,41
,P,8,6,4

Round 1184
,G,3,12,8
,C,10,11,23
,P,11,18,4

Round 1185
,G,6,14,7
,C,15,5,21
,P,4,17,11

Round 1186
,G,0,22,9
,C,4,2,49
,P,8,3,3

Round 1187
,G,1,18,10
,C,9,3,40
,P,7,2,10

Round 1188
,G,1,17,7
,C,12,8,36
,P,6,8,5

Round 1189
,G,2,12,9
,C,14,8,32
,P,6,11,6

Round 1190
,G,1,14,10
,C,9,10,34
,P,8,9,5

Round 1191
,G,1,5,14
,C,11,6,43
,P,9,8,3

Round 1192
,G,2,4,21
,C,27,9,26
,P,2,5,4

Round 1193
,G,8,9,9
,C,17,11,22
,P,6,13,5

Round 1194
,G,3,13,7
,C,17,9,24
,P,6,8,13

Round 1195
,G,1,1,24
,C,1,2,45
,P,23,2,1

Round 1196
,G,4,7,8
,C,18,15,21
,P,2,18,7

Round 1197
,G,4,15,8
,C,14,10,16
,P,8,20,5

Round 1198
,G,7,11,12
,C,13,12,24
,P,6,14,1

Round 1199
,G,2,14,14
,C,11,5,34
,P,8,7,5

Round 1200
,G,0,15,2
,C,14,6,39
,P,2,10,12

Round 1201
,G,1,6,16
,C,20,19,26
,P,3,9,0

Round 1202
,G,0,1,11
,C,0,0,67
,P,0,0,21

Round 1203
,G,0,0,2
,C,0,2,71
,P,0,0,25

Round 1204
,G,0,2,2
,C,3,6,65
,P,0,2,20

Round 1205
,G,0,1,16
,C,13,2,55
,P,0,0,13

Round 1206
,G,0,0,1
,C,1,3,74
,P,0,1,20

Round 1207
,G,0,0,3
,C,0,0,75
,P,0,0,22

Round 1208
,G,0,1,7
,C,9,13,56
,P,1,2,11

Round 1209
,G,1,1,5
,C,7,12,59
,P,1,2,12

Round 1210
,G,0,4,2
,C,5,11,57
,P,2,2,17

Round 1211
,G,0,0,1
,C,0,14,61
,P,0,0,24

Round 1212
,G,1,2,6
,C,3,1,66
,P,1,3,17

Round 1213
,G,0,0,1
,C,0,1,74
,P,0,0,24

Round 1214
,G,0,3,1
,C,1,8,66
,P,2,2,17

Round 1215
,G,0,2,22
,C,21,6,42
,P,1,4,2

Round 1216
,G,0,1,2
,C,0,2,71
,P,2,3,19

Round 1217
,G,0,0,3
,C,2,0,71
,P,0,0,24

Round 1218
,G,0,1,0
,C,1,13,63
,P,0,11,11

Round 1219
,G,0,1,0
,C,0,13,60
,P,0,12,14

Round 1220
,G,0,1,2
,C,0,6,67
,P,2,3,19

Round 1221
,G,0,3,2
,C,1,14,61
,P,0,8,11

Round 1222
,G,4,8,6
,C,16,13,43
,P,6,4,0

Round 1223
,G,3,2,28
,C,30,4,32
,P,1,0,0

Round 1224
,G,5,9,5
,C,19,14,35
,P,2,10,1

Round 1225
,G,2,5,7
,C,5,13,52
,P,9,5,2

Round 1226
,G,3,1,6
,C,9,13,48
,P,9,9,2

Round 1227
,G,0,3,7
,C,6,10,53
,P,8,10,3

Round 1228
,G,1,2,6
,C,5,15,55
,P,5,10,1

Round 1229
,G,0,4,9
,C,8,16,44
,P,5,11,3

Round 1230
,G,2,7,10
,C,21,11,33
,P,3,13,0

Round 1231
,G,4,5,18
,C,27,8,28
,P,1,7,2

Round 1232
,G,0,6,18
,C,23,7,37
,P,1,3,5

Round 1233
,G,0,8,12
,C,20,9,41
,P,2,1,7

Round 1234
,G,2,17,3
,C,18,13,35
,P,4,8,0

Round 1235
,G,1,15,4
,C,21,13,32
,P,3,10,1

Round 1236
,G,0,8,6
,C,16,16,34
,P,7,13,0

Round 1237
,G,0,8,7
,C,12,11,39
,P,5,15,3

Round 1238
,G,1,3,6
,C,10,18,48
,P,5,8,1

Round 1239
,G,4,8,2
,C,16,15,29
,P,4,15,7

Round 1240
,G,3,1,19
,C,24,14,28
,P,3,8,0

Round 1241
,G,0,3,31
,C,28,1,32
,P,0,3,2

Round 1242
,G,1,12,7
,C,10,9,37
,P,2,11,11

Round 1243
,G,1,11,7
,C,13,7,38
,P,2,11,10

Round 1244
,G,3,12,5
,C,15,5,39
,P,2,10,9

Round 1245
,G,3,12,4
,C,16,7,33
,P,1,12,12

Round 1246
,G,0,9,13
,C,13,4,42
,P,4,8,7

Round 1247
,G,1,6,16
,C,17,2,36
,P,2,6,14

Round 1248
,G,0,11,8
,C,16,4,35
,P,4,13,9

Round 1249
,G,5,7,14
,C,8,5,26
,P,17,2,16

Round 1250
,G,1,6,17
,C,14,2,38
,P,5,3,14

Round 1251
,G,8,4,7
,C,11,7,41
,P,6,2,14

Round 1252
,G,5,8,10
,C,11,10,30
,P,5,9,12

Round 1253
,G,3,6,16
,C,12,9,35
,P,6,10,3

Round 1254
,G,2,9,8
,C,11,7,45
,P,2,7,9

Round 1255
,G,5,10,9
,C,9,11,21
,P,7,13,15

Round 1256
,G,1,3,25
,C,12,2,19
,P,12,5,21

Round 1257
,G,4,6,9
,C,8,4,40
,P,6,6,17

Round 1258
,G,9,1,9
,C,24,21,15
,P,4,13,4

Round 1259
,G,0,3,29
,C,4,2,35
,P,23,2,2

Round 1260
,G,0,11,10
,C,11,12,45
,P,1,5,5

Round 1261
,G,0,7,3
,C,2,9,63
,P,7,3,6

Round 1262
,G,0,7,14
,C,10,21,27
,P,9,11,1

Round 1263
,G,1,4,13
,C,9,21,35
,P,9,6,2

Round 1264
,G,0,10,7
,C,13,7,40
,P,9,8,6

Round 1265
,G,0,6,3
,C,5,12,54
,P,6,9,5

Round 1266
,G,1,7,7
,C,5,12,34
,P,11,14,9

Round 1267
,G,1,17,2
,C,6,6,60
,P,6,1,1

Round 1268
,G,1,17,4
,C,9,7,49
,P,7,3,3

Round 1269
,G,1,12,14
,C,9,7,34
,P,9,9,5

Round 1270
,G,0,15,3
,C,13,17,41
,P,1,3,7

Round 1271
,G,0,7,11
,C,11,18,37
,P,3,6,7

Round 1272
,G,6,3,8
,C,12,22,33
,P,6,6,4

Round 1273
,G,0,10,3
,C,7,15,47
,P,5,4,9

Round 1274
,G,1,12,1
